번호,품종,지역,연도,건물수량(kg/ha),연평균기온,최저기온,최고기온,고온일수,연속고온지속일수,강수량
360,목초,제주,2003,11342,15.7,-2.1,34.3,4,1,1999.2
361,목초,제주,2003,10368,15.7,-2.1,34.3,4,1,1999.2
362,목초,제주,2003,10790,15.7,-2.1,34.3,4,1,1999.2
363,목초,제주,2003,9864,15.7,-2.1,34.3,4,1,1999.2
364,목초,제주,2003,9312,15.7,-2.1,34.3,4,1,1999.2
365,목초,제주,2003,10138,15.7,-2.1,34.3,4,1,1999.2
366,목초,제주,2004,12699,16.4,-3.2,34.3,9,3,1333.8
367,목초,제주,2004,11942,16.4,-3.2,34.3,9,3,1333.8
368,목초,제주,2004,12261,16.4,-3.2,34.3,9,3,1333.8
369,목초,제주,2004,11714,16.4,-3.2,34.3,9,3,1333.8
370,목초,제주,2004,13468,16.4,-3.2,34.3,9,3,1333.8
371,목초,제주,2004,12645,16.4,-3.2,34.3,9,3,1333.8
372,목초,제주,2005,10416,16.2,-1.5,34.7,10,3,872.5
373,목초,제주,2005,9583,16.2,-1.5,34.7,10,3,872.5
374,목초,제주,2005,9449,16.2,-1.5,34.7,10,3,872.5
375,목초,제주,2005,10303,16.2,-1.5,34.7,10,3,872.5
376,목초,제주,2005,10451,16.2,-1.5,34.7,10,3,872.5
377,목초,제주,2005,10724,16.2,-1.5,34.7,10,3,872.5
378,목초,남원,2000,6864,12.1,-19,35.2,17,5,1475.5
379,목초,남원,2000,7252,12.1,-19,35.2,17,5,1475.5
380,목초,남원,2000,4849,12.1,-19,35.2,17,5,1475.5
381,목초,남원,2000,7728,12.1,-19,35.2,17,5,1475.5
382,목초,남원,2001,14437,12.5,-19.7,35.3,20,6,1467.5
383,목초,남원,2001,14732,12.5,-19.7,35.3,20,6,1467.5
384,목초,남원,2001,8572,12.5,-19.7,35.3,20,6,1467.5
385,목초,남원,2001,12382,12.5,-19.7,35.3,20,6,1467.5
386,목초,대전,2002,5546,13.3,-12,34.2,3,1,1378.7
387,목초,대전,2002,7625,13.3,-12,34.2,3,1,1378.7
388,목초,대전,2002,8586,13.3,-12,34.2,3,1,1378.7
389,목초,대전,2003,7088,13.2,-14.5,32.2,0,0,1748.9
390,목초,대전,2003,9365,13.2,-14.5,32.2,0,0,1748.9
391,목초,대전,2003,12136,13.2,-14.5,32.2,0,0,1748.9
392,목초,제주,2001,17377,16.1,-3.1,35.8,8,6,1388.6
393,목초,제주,2001,16839,16.1,-3.1,35.8,8,6,1388.6
394,목초,제주,2001,17176,16.1,-3.1,35.8,8,6,1388.6
395,목초,제주,2002,15202,15.8,0.6,35,2,1,1704.1
396,목초,제주,2002,14423,15.8,0.6,35,2,1,1704.1
397,목초,제주,2002,15460,15.8,0.6,35,2,1,1704.1
398,목초,대전,1998,9847,13.6,-13.4,34.2,3,1,2070
399,목초,대전,1998,8423,13.6,-13.4,34.2,3,1,2070
400,목초,대전,1998,7749,13.6,-13.4,34.2,3,1,2070
401,목초,대전,1998,8954,13.6,-13.4,34.2,3,1,2070
402,목초,대전,1999,9596,13,-13.5,33.8,7,2,1455.2
403,목초,대전,1999,8143,13,-13.5,33.8,7,2,1455.2
404,목초,대전,1999,6628,13,-13.5,33.8,7,2,1455.2
405,목초,대전,1999,6808,13,-13.5,33.8,7,2,1455.2
406,목초,대전,2000,6332,12.4,-12.4,33.9,14,4,1707.5
407,목초,대전,2000,5225,12.4,-12.4,33.9,14,4,1707.5
408,목초,대전,2000,5686,12.4,-12.4,33.9,14,4,1707.5
409,목초,대전,2000,5960,12.4,-12.4,33.9,14,4,1707.5
410,목초,제주,1999,4949,16,-1.6,32.8,0,0,2526
411,목초,제주,1999,5904,16,-1.6,32.8,0,0,2526
412,목초,제주,1999,7152,16,-1.6,32.8,0,0,2526
413,목초,제주,1999,7608,16,-1.6,32.8,0,0,2526
414,목초,제주,1999,8010,16,-1.6,32.8,0,0,2526
415,목초,대전,1998,11415,13.6,-13.4,34.2,3,1,2070
416,목초,대전,1998,12703,13.6,-13.4,34.2,3,1,2070
417,목초,대전,1999,13219,13,-13.5,33.8,7,2,1455.2
418,목초,대전,1999,16262,13,-13.5,33.8,7,2,1455.2
419,목초,수원,1994,6123,13.2,-14.8,37.3,26,15,1045.6
420,목초,수원,1994,11230,13.2,-14.8,37.3,26,15,1045.6
421,목초,수원,1994,6067,13.2,-14.8,37.3,26,15,1045.6
422,목초,수원,1994,9653,13.2,-14.8,37.3,26,15,1045.6
423,목초,수원,1995,6818,11.9,-12.8,34.1,2,2,1653.3
424,목초,수원,1995,9203,11.9,-12.8,34.1,2,2,1653.3
425,목초,수원,1995,7127,11.9,-12.8,34.1,2,2,1653.3
426,목초,수원,1995,10335,11.9,-12.8,34.1,2,2,1653.3
427,목초,수원,1986,4447,10.6,-20.1,32.5,0,0,1144.1
428,목초,수원,1986,7891,10.6,-20.1,32.5,0,0,1144.1
429,목초,수원,1986,10436,10.6,-20.1,32.5,0,0,1144.1
430,목초,수원,1986,3000,10.6,-20.1,32.5,0,0,1144.1
431,목초,수원,1986,5997,10.6,-20.1,32.5,0,0,1144.1
432,목초,수원,1986,8025,10.6,-20.1,32.5,0,0,1144.1
433,목초,수원,1986,9747,10.6,-20.1,32.5,0,0,1144.1
434,목초,수원,1987,6892,11.4,-16.9,32.5,0,0,1439.1
435,목초,수원,1987,9939,11.4,-16.9,32.5,0,0,1439.1
436,목초,수원,1987,11772,11.4,-16.9,32.5,0,0,1439.1
437,목초,수원,1987,6672,11.4,-16.9,32.5,0,0,1439.1
438,목초,수원,1987,9224,11.4,-16.9,32.5,0,0,1439.1
439,목초,수원,1987,9799,11.4,-16.9,32.5,0,0,1439.1
440,목초,수원,1987,11196,11.4,-16.9,32.5,0,0,1439.1
441,목초,목포,1996,6754,13.6,-6.6,36.1,13,6,1040.9
442,목초,목포,1996,7862,13.6,-6.6,36.1,13,6,1040.9
443,목초,목포,1996,8163,13.6,-6.6,36.1,13,6,1040.9
444,목초,수원,1993,5850,11.5,-13,31.4,0,0,1162.9
445,목초,수원,1993,8235,11.5,-13,31.4,0,0,1162.9
446,목초,수원,1993,8638,11.5,-13,31.4,0,0,1162.9
447,목초,수원,1993,8947,11.5,-13,31.4,0,0,1162.9
448,목초,수원,1993,9366,11.5,-13,31.4,0,0,1162.9
449,목초,수원,1993,9788,11.5,-13,31.4,0,0,1162.9
450,목초,수원,1994,3663,13.2,-14.8,37.3,26,15,1045.6
451,목초,수원,1994,6431,13.2,-14.8,37.3,26,15,1045.6
452,목초,수원,1994,6357,13.2,-14.8,37.3,26,15,1045.6
453,목초,수원,1994,9154,13.2,-14.8,37.3,26,15,1045.6
454,목초,수원,1994,7203,13.2,-14.8,37.3,26,15,1045.6
455,목초,수원,1994,8116,13.2,-14.8,37.3,26,15,1045.6
456,목초,목포,1995,3023,13.9,-5.4,34,3,3,613.2
457,목초,목포,1995,3393,13.9,-5.4,34,3,3,613.2
458,목초,목포,1995,3938,13.9,-5.4,34,3,3,613.2
459,목초,목포,1995,5102,13.9,-5.4,34,3,3,613.2
460,목초,목포,1995,7922,13.9,-5.4,34,3,3,613.2
461,목초,목포,1995,8240,13.9,-5.4,34,3,3,613.2
462,목초,수원,1994,4232,13.2,-14.8,37.3,26,15,1045.6
463,목초,수원,1994,9869,13.2,-14.8,37.3,26,15,1045.6
464,목초,수원,1994,7606,13.2,-14.8,37.3,26,15,1045.6
465,목초,수원,1994,11222,13.2,-14.8,37.3,26,15,1045.6
466,목초,수원,1994,10197,13.2,-14.8,37.3,26,15,1045.6
467,목초,수원,1995,6392,11.9,-12.8,34.1,2,2,1653.3
468,목초,수원,1995,9244,11.9,-12.8,34.1,2,2,1653.3
469,목초,수원,1995,9843,11.9,-12.8,34.1,2,2,1653.3
470,목초,수원,1995,11140,11.9,-12.8,34.1,2,2,1653.3
471,목초,수원,1995,11567,11.9,-12.8,34.1,2,2,1653.3
472,목초,목포,1995,3793,13.9,-5.4,34,3,3,613.2
473,목초,목포,1995,4949,13.9,-5.4,34,3,3,613.2
474,목초,목포,1995,5870,13.9,-5.4,34,3,3,613.2
475,목초,목포,1995,9117,13.9,-5.4,34,3,3,613.2
476,목초,목포,1995,9145,13.9,-5.4,34,3,3,613.2
477,목초,수원,1994,6832,13.2,-14.8,37.3,26,15,1045.6
478,목초,수원,1994,6152,13.2,-14.8,37.3,26,15,1045.6
479,목초,수원,1994,9781,13.2,-14.8,37.3,26,15,1045.6
480,목초,수원,1994,8720,13.2,-14.8,37.3,26,15,1045.6
481,목초,수원,1989,7953,12.3,-11.4,34.9,5,3,1217.7
482,목초,수원,1989,8428,12.3,-11.4,34.9,5,3,1217.7
483,목초,수원,1989,9490,12.3,-11.4,34.9,5,3,1217.7
484,목초,수원,1990,6227,12.4,-18.9,35,8,3,2043.6
485,목초,수원,1990,7335,12.4,-18.9,35,8,3,2043.6
486,목초,수원,1990,7030,12.4,-18.9,35,8,3,2043.6
487,목초,제주,1993,9992,15.2,-0.8,34.5,2,2,1552.8
488,목초,제주,1993,7876,15.2,-0.8,34.5,2,2,1552.8
489,목초,제주,1994,6834,16.5,-0.6,34.6,9,4,1448.9
490,목초,제주,1994,6059,16.5,-0.6,34.6,9,4,1448.9
491,목초,수원,1992,10073,11.9,-11.2,33.3,2,2,1129.4
492,목초,수원,1992,10924,11.9,-11.2,33.3,2,2,1129.4
493,목초,수원,1992,8559,11.9,-11.2,33.3,2,2,1129.4
494,목초,수원,1992,10687,11.9,-11.2,33.3,2,2,1129.4
495,목초,수원,1992,12298,11.9,-11.2,33.3,2,2,1129.4
496,목초,수원,1992,11694,11.9,-11.2,33.3,2,2,1129.4
497,목초,수원,1992,11460,11.9,-11.2,33.3,2,2,1129.4
498,목초,수원,1992,11877,11.9,-11.2,33.3,2,2,1129.4
499,목초,수원,1992,15329,11.9,-11.2,33.3,2,2,1129.4
500,목초,수원,1992,14686,11.9,-11.2,33.3,2,2,1129.4
501,목초,수원,1992,13056,11.9,-11.2,33.3,2,2,1129.4
502,목초,수원,1992,15723,11.9,-11.2,33.3,2,2,1129.4
503,목초,수원,1992,3095,11.9,-11.2,33.3,2,2,1129.4
504,목초,수원,1992,4156,11.9,-11.2,33.3,2,2,1129.4
505,목초,수원,1992,5531,11.9,-11.2,33.3,2,2,1129.4
506,목초,수원,1992,7328,11.9,-11.2,33.3,2,2,1129.4
507,목초,수원,1992,9700,11.9,-11.2,33.3,2,2,1129.4
508,목초,수원,1993,5985,11.5,-13,31.4,0,0,1162.9
509,목초,수원,1993,6477,11.5,-13,31.4,0,0,1162.9
510,목초,수원,1993,6590,11.5,-13,31.4,0,0,1162.9
511,목초,수원,1993,8517,11.5,-13,31.4,0,0,1162.9
512,목초,수원,1993,10220,11.5,-13,31.4,0,0,1162.9
513,목초,수원,1992,11616,11.9,-11.2,33.3,2,2,1129.4
514,목초,수원,1992,11357,11.9,-11.2,33.3,2,2,1129.4
515,목초,수원,1992,14923,11.9,-11.2,33.3,2,2,1129.4
516,목초,수원,1992,11549,11.9,-11.2,33.3,2,2,1129.4
517,목초,수원,1992,12895,11.9,-11.2,33.3,2,2,1129.4
518,목초,수원,1992,14342,11.9,-11.2,33.3,2,2,1129.4
519,목초,수원,1993,11080,11.5,-13,31.4,0,0,1162.9
520,목초,수원,1993,11194,11.5,-13,31.4,0,0,1162.9
521,목초,수원,1993,10581,11.5,-13,31.4,0,0,1162.9
522,목초,수원,1993,10071,11.5,-13,31.4,0,0,1162.9
523,목초,수원,1993,11241,11.5,-13,31.4,0,0,1162.9
524,목초,수원,1993,10935,11.5,-13,31.4,0,0,1162.9
525,목초,서울,1994,6090,13.5,-12.6,38.4,29,14,1055.8
526,목초,서울,1994,9350,13.5,-12.6,38.4,29,14,1055.8
527,목초,서울,1994,8400,13.5,-12.6,38.4,29,14,1055.8
528,목초,서울,1994,8020,13.5,-12.6,38.4,29,14,1055.8
529,목초,서울,1994,6090,13.5,-12.6,38.4,29,14,1055.8
530,목초,서울,1994,8730,13.5,-12.6,38.4,29,14,1055.8
531,목초,서울,1994,8360,13.5,-12.6,38.4,29,14,1055.8
532,목초,서울,1994,9120,13.5,-12.6,38.4,29,14,1055.8
533,목초,수원,1992,14747,11.9,-11.2,33.3,2,2,1129.4
534,목초,수원,1992,13779,11.9,-11.2,33.3,2,2,1129.4
535,목초,수원,1992,13743,11.9,-11.2,33.3,2,2,1129.4
536,목초,수원,1992,13480,11.9,-11.2,33.3,2,2,1129.4
537,목초,수원,1992,11359,11.9,-11.2,33.3,2,2,1129.4
538,목초,대구,1993,11480,13.4,-9.6,34.3,3,1,1181.7
539,목초,대구,1993,12030,13.4,-9.6,34.3,3,1,1181.7
540,목초,대구,1993,12930,13.4,-9.6,34.3,3,1,1181.7
541,목초,대구,1993,13340,13.4,-9.6,34.3,3,1,1181.7
542,목초,대구,1993,15860,13.4,-9.6,34.3,3,1,1181.7
543,목초,대구,1993,9430,13.4,-9.6,34.3,3,1,1181.7
544,목초,대구,1993,12150,13.4,-9.6,34.3,3,1,1181.7
545,목초,대구,1993,13400,13.4,-9.6,34.3,3,1,1181.7
546,목초,대구,1993,14620,13.4,-9.6,34.3,3,1,1181.7
547,목초,대구,1993,13700,13.4,-9.6,34.3,3,1,1181.7
548,목초,대구,1993,10560,13.4,-9.6,34.3,3,1,1181.7
549,목초,대구,1993,13660,13.4,-9.6,34.3,3,1,1181.7
550,목초,대구,1993,16000,13.4,-9.6,34.3,3,1,1181.7
551,목초,대구,1993,15800,13.4,-9.6,34.3,3,1,1181.7
552,목초,대구,1993,15650,13.4,-9.6,34.3,3,1,1181.7
553,목초,이천,1990,6067,12,-20.7,35.9,15,9,2313.3
554,목초,이천,1990,6432,12,-20.7,35.9,15,9,2313.3
555,목초,이천,1990,8002,12,-20.7,35.9,15,9,2313.3
556,목초,이천,1990,10579,12,-20.7,35.9,15,9,2313.3
557,목초,이천,1990,10739,12,-20.7,35.9,15,9,2313.3
558,목초,이천,1990,10606,12,-20.7,35.9,15,9,2313.3
559,목초,이천,1991,6197,11.5,-18.7,35,7,4,1379.1
560,목초,이천,1991,6789,11.5,-18.7,35,7,4,1379.1
561,목초,이천,1991,9112,11.5,-18.7,35,7,4,1379.1
562,목초,이천,1991,10267,11.5,-18.7,35,7,4,1379.1
563,목초,이천,1991,10098,11.5,-18.7,35,7,4,1379.1
564,목초,이천,1991,3076,11.5,-18.7,35,7,4,1379.1
565,목초,이천,1992,5655,11.3,-13.5,33,1,1,1207
566,목초,이천,1992,8098,11.3,-13.5,33,1,1,1207
567,목초,이천,1992,9836,11.3,-13.5,33,1,1,1207
568,목초,이천,1992,9115,11.3,-13.5,33,1,1,1207
569,목초,이천,1992,9351,11.3,-13.5,33,1,1,1207
570,목초,수원,1989,3247,12.3,-11.4,34.9,5,3,1217.7
571,목초,수원,1989,3054,12.3,-11.4,34.9,5,3,1217.7
572,목초,수원,1989,4076,12.3,-11.4,34.9,5,3,1217.7
573,목초,수원,1989,4503,12.3,-11.4,34.9,5,3,1217.7
574,목초,수원,1989,4993,12.3,-11.4,34.9,5,3,1217.7
575,목초,수원,1989,4690,12.3,-11.4,34.9,5,3,1217.7
576,목초,대관령,1985,11025,6.5,-22.2,28.9,0,0,1744.7
577,목초,대관령,1985,10904,6.5,-22.2,28.9,0,0,1744.7
578,목초,대관령,1985,3564,6.5,-22.2,28.9,0,0,1744.7
579,목초,대관령,1985,9522,6.5,-22.2,28.9,0,0,1744.7
580,목초,대관령,1985,7698,6.5,-22.2,28.9,0,0,1744.7
581,목초,수원,1988,6070,11.3,-12.8,35.4,8,5,849.8
582,목초,수원,1988,8460,11.3,-12.8,35.4,8,5,849.8
583,목초,수원,1988,15290,11.3,-12.8,35.4,8,5,849.8
584,목초,수원,1988,18980,11.3,-12.8,35.4,8,5,849.8
585,목초,수원,1989,6845,12.3,-11.4,34.9,5,3,1217.7
586,목초,수원,1989,7974,12.3,-11.4,34.9,5,3,1217.7
587,목초,수원,1989,8600,12.3,-11.4,34.9,5,3,1217.7
588,목초,수원,1989,9533,12.3,-11.4,34.9,5,3,1217.7
589,목초,수원,1989,10069,12.3,-11.4,34.9,5,3,1217.7
590,목초,수원,1987,12565,11.4,-16.9,32.5,0,0,1439.1
591,목초,수원,1987,12522,11.4,-16.9,32.5,0,0,1439.1
592,목초,수원,1987,13346,11.4,-16.9,32.5,0,0,1439.1
593,목초,수원,1987,11506,11.4,-16.9,32.5,0,0,1439.1
594,목초,수원,1987,12202,11.4,-16.9,32.5,0,0,1439.1
595,목초,수원,1987,12599,11.4,-16.9,32.5,0,0,1439.1
596,목초,수원,1988,9353,11.3,-12.8,35.4,8,5,849.8
597,목초,수원,1988,9842,11.3,-12.8,35.4,8,5,849.8
598,목초,수원,1988,10069,11.3,-12.8,35.4,8,5,849.8
599,목초,수원,1988,8498,11.3,-12.8,35.4,8,5,849.8
600,목초,수원,1988,8731,11.3,-12.8,35.4,8,5,849.8
601,목초,수원,1988,9892,11.3,-12.8,35.4,8,5,849.8
602,목초,수원,1989,8804,12.3,-11.4,34.9,5,3,1217.7
603,목초,수원,1989,9299,12.3,-11.4,34.9,5,3,1217.7
604,목초,수원,1989,10147,12.3,-11.4,34.9,5,3,1217.7
605,목초,수원,1989,9601,12.3,-11.4,34.9,5,3,1217.7
606,목초,수원,1989,9762,12.3,-11.4,34.9,5,3,1217.7
607,목초,수원,1989,9965,12.3,-11.4,34.9,5,3,1217.7
608,목초,수원,1988,6372,11.3,-12.8,35.4,8,5,849.8
609,목초,수원,1988,7679,11.3,-12.8,35.4,8,5,849.8
610,목초,수원,1988,8717,11.3,-12.8,35.4,8,5,849.8
611,목초,수원,1988,8652,11.3,-12.8,35.4,8,5,849.8
612,목초,수원,1988,3297,11.3,-12.8,35.4,8,5,849.8
613,목초,수원,1988,3969,11.3,-12.8,35.4,8,5,849.8
614,목초,수원,1988,3881,11.3,-12.8,35.4,8,5,849.8
615,목초,수원,1988,3776,11.3,-12.8,35.4,8,5,849.8
616,목초,수원,1988,4132,11.3,-12.8,35.4,8,5,849.8
617,목초,수원,1988,4367,11.3,-12.8,35.4,8,5,849.8
618,목초,수원,1988,4135,11.3,-12.8,35.4,8,5,849.8
619,목초,수원,1988,5193,11.3,-12.8,35.4,8,5,849.8
620,목초,수원,1988,5805,11.3,-12.8,35.4,8,5,849.8
621,목초,수원,1988,6620,11.3,-12.8,35.4,8,5,849.8
622,목초,수원,1988,7017,11.3,-12.8,35.4,8,5,849.8
623,목초,수원,1988,6902,11.3,-12.8,35.4,8,5,849.8
624,목초,수원,1988,6868,11.3,-12.8,35.4,8,5,849.8
625,목초,수원,1988,7121,11.3,-12.8,35.4,8,5,849.8
626,목초,수원,1988,6533,11.3,-12.8,35.4,8,5,849.8
627,목초,수원,1988,6802,11.3,-12.8,35.4,8,5,849.8
628,목초,수원,1988,6908,11.3,-12.8,35.4,8,5,849.8
629,목초,수원,1988,4702,11.3,-12.8,35.4,8,5,849.8
630,목초,수원,1988,6243,11.3,-12.8,35.4,8,5,849.8
631,목초,수원,1988,7005,11.3,-12.8,35.4,8,5,849.8
632,목초,수원,1988,3553,11.3,-12.8,35.4,8,5,849.8
633,목초,수원,1988,4735,11.3,-12.8,35.4,8,5,849.8
634,목초,수원,1988,5183,11.3,-12.8,35.4,8,5,849.8
635,목초,수원,1988,5578,11.3,-12.8,35.4,8,5,849.8
636,목초,수원,1988,5123,11.3,-12.8,35.4,8,5,849.8
637,목초,수원,1988,5096,11.3,-12.8,35.4,8,5,849.8
638,목초,수원,1988,5623,11.3,-12.8,35.4,8,5,849.8
639,목초,수원,1988,4964,11.3,-12.8,35.4,8,5,849.8
640,목초,수원,1988,5110,11.3,-12.8,35.4,8,5,849.8
641,목초,수원,1988,5450,11.3,-12.8,35.4,8,5,849.8
642,목초,수원,1988,3584,11.3,-12.8,35.4,8,5,849.8
643,목초,수원,1988,4545,11.3,-12.8,35.4,8,5,849.8
644,목초,수원,1988,5459,11.3,-12.8,35.4,8,5,849.8
645,목초,수원,1989,10540,12.3,-11.4,34.9,5,3,1217.7
646,목초,수원,1989,12175,12.3,-11.4,34.9,5,3,1217.7
647,목초,수원,1989,12690,12.3,-11.4,34.9,5,3,1217.7
648,목초,수원,1989,11194,12.3,-11.4,34.9,5,3,1217.7
649,목초,수원,1989,11408,12.3,-11.4,34.9,5,3,1217.7
650,목초,수원,1989,8976,12.3,-11.4,34.9,5,3,1217.7
651,목초,수원,1988,3220,11.3,-12.8,35.4,8,5,849.8
652,목초,수원,1988,4169,11.3,-12.8,35.4,8,5,849.8
653,목초,수원,1988,3989,11.3,-12.8,35.4,8,5,849.8
654,목초,수원,1988,4211,11.3,-12.8,35.4,8,5,849.8
655,목초,수원,1988,3806,11.3,-12.8,35.4,8,5,849.8
656,목초,수원,1988,3913,11.3,-12.8,35.4,8,5,849.8
657,목초,수원,1988,3642,11.3,-12.8,35.4,8,5,849.8
658,목초,수원,1988,4301,11.3,-12.8,35.4,8,5,849.8
659,목초,수원,1988,4184,11.3,-12.8,35.4,8,5,849.8
660,목초,수원,1988,3100,11.3,-12.8,35.4,8,5,849.8
661,목초,수원,1988,3475,11.3,-12.8,35.4,8,5,849.8
662,목초,수원,1988,3571,11.3,-12.8,35.4,8,5,849.8
663,목초,수원,1988,3383,11.3,-12.8,35.4,8,5,849.8
664,목초,수원,1988,3188,11.3,-12.8,35.4,8,5,849.8
665,목초,수원,1988,3669,11.3,-12.8,35.4,8,5,849.8
666,목초,수원,1988,3442,11.3,-12.8,35.4,8,5,849.8
667,목초,수원,1988,3687,11.3,-12.8,35.4,8,5,849.8
668,목초,수원,1988,3963,11.3,-12.8,35.4,8,5,849.8
669,목초,대전,1987,31.2,12.5,-14.8,33.5,3,1,1880.7
670,목초,대전,1988,35.6,12.3,-12,35.3,18,13,920.9
671,목초,수원,1985,6204,11.3,-18.6,34.7,8,3,1491
672,목초,수원,1985,8995.6,11.3,-18.6,34.7,8,3,1491
673,목초,수원,1985,8848.8,11.3,-18.6,34.7,8,3,1491
674,목초,수원,1985,12992.1,11.3,-18.6,34.7,8,3,1491
675,목초,수원,1985,14532.3,11.3,-18.6,34.7,8,3,1491
676,목초,수원,1986,5152.3,10.6,-20.1,32.5,0,0,1144.1
677,목초,수원,1986,6865.5,10.6,-20.1,32.5,0,0,1144.1
678,목초,수원,1986,8537.3,10.6,-20.1,32.5,0,0,1144.1
679,목초,수원,1986,9253,10.6,-20.1,32.5,0,0,1144.1
680,목초,수원,1986,10985.1,10.6,-20.1,32.5,0,0,1144.1
681,목초,수원,1988,5296,11.3,-12.8,35.4,8,5,849.8
682,목초,수원,1988,5704,11.3,-12.8,35.4,8,5,849.8
683,목초,수원,1988,6858,11.3,-12.8,35.4,8,5,849.8
684,목초,수원,1988,5781,11.3,-12.8,35.4,8,5,849.8
